 개방자치단체코드 , 관리번호 , 인허가일자 , 인허가취소일자 , 영업상태코드 , 영업상태명 , 상세영업상태코드 , 상세영업상태명 , 폐업일자 , 휴업시작일자 , 휴업종료일자 , 재개업일자 , 전화번호 , 소재지면적 , 소재지우편번호 , 지번주소 , 도로명주소 , 도로명우편번호 , 사업장명 , 최종수정일자 , 데이터갱신구분 , 데이터갱신일자 , 업태구분명 , 좌표정보(X) , 좌표정보(Y) , 위생업태명 , 남성종사자수 , 여성종사자수 , 영업장주변구분명 , 등급구분명 , 급수시설구분명 , 총인원 , 본사종업원수 , 공장사무직종업원수 , 공장판매직종업원수 , 공장생산직종업원수 , 건물소유구분명 , 보증액 , 월세액 , 다중이용업소여부 , 시설총규모 , 전통업소지정번호 , 전통업소주된음식 , 홈페이지 ,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
3240000, 3240000-102-2009-00002 ,20090407,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02  471 7044 ,96.33,134880, 서울특별시 강동구 길동 387-7 , 서울특별시 강동구 양재대로111길 28 1층 (길동) ,5353, 에쿠스 ,2.02204E+13, U , 2021-12-03 22:07:00.0 , 룸살롱 ,212139.6819,448366.8107,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강동구 길동 387-7 ,127.1381454,37.5374772,정좌표,1.17401E+18,구주소,서울특별시 강동구 양재대로111길 28,서울특별시 강동구 길동 387-7,5353,1174068500,길동,1174010500,길동
3230000, 3230000-102-2005-00003 ,20050503,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,127.3,138805, 서울특별시 송파구 가락동 99-2 지상2층 , 서울특별시 송파구 송파대로28길 6 지상2층 (가락동) ,5719, 쩐 ,2.02205E+13, U , 2021-12-04 22:00:00.0 , 룸살롱 ,210456.9321,443484.5956,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 송파구 가락동 99-2 지상2층 ,127.1190415,37.493527,정좌표,1.17101E+18,구주소,서울특별시 송파구 송파대로28길 6,서울특별시 송파구 가락동 99-2,5719,1171062000,가락본동,1171010700,가락동
3220000, 3220000-102-1999-04236 ,19991005,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02  512 8585 ,172.56,135897, 서울특별시 강남구 신사동 664-7 , 서울특별시 강남구 선릉로 843 (신사동) ,6018, 피플 ,2.02204E+13, U , 2021-12-03 22:07:00.0 , 룸살롱 ,203483.2171,447221.7146,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 신사동 664-7 ,127.0401963,37.5272337,정좌표,1.16801E+18,구주소,서울특별시 강남구 선릉로 843,서울특별시 강남구 신사동 664-7,6018,1168051000,신사동,1168010700,신사동
3030000, 3030000-102-1980-01100 ,19800411,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 4614090 ,156.85,133836, 서울특별시 성동구 송정동 66-196 , 서울특별시 성동구 광나루로 323 (송정동) ,4801, 빵빵 ,2.02205E+13, U , 2021-12-04 22:00:00.0 , 룸살롱 ,205733.9535,449576.2044,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 성동구 송정동 66-196 ,127.0656704,37.5484324,정좌표,1.12001E+18,구주소,서울특별시 성동구 광나루로 323,서울특별시 성동구 송정동 66-196,4801,1120072000,송정동,1120011800,송정동
3150000, 3150000-102-2018-00002 ,20180112,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,85.65,157210, 서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 5층) 502-1호 , 서울특별시 강서구 마곡중앙6로 89 뉴골든타워 5층 502-1호 (마곡동) ,7803, 여기서 놀자 ,2.02204E+13, U , 2021-12-03 22:08:00.0 , 룸살롱 ,185553,450880,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 5층) 502-1호 ,126.8372969,37.5601721,정좌표,1.15001E+18,구주소,서울특별시 강서구 마곡중앙6로 89,서울특별시 강서구 마곡동 795-6,7803,1150060300,가양1동,1150010500,마곡동
3230000, 3230000-102-2018-00001 ,20180629,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,36.3,138803, 서울특별시 송파구 가락동 79-4 세화빌딩 , 서울특별시 송파구 송파대로28길 20 세화빌딩 지하1층 102103호 (가락동) ,5718, 뉴홍콩 ,2.02205E+13, U , 2021-12-04 22:05:00.0 , 간이주점 ,210562.9008,443555.8647,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 송파구 가락동 79-4 세화빌딩 ,127.1202329,37.4941486,정좌표,1.17101E+18,구주소,서울특별시 송파구 송파대로28길 20,서울특별시 송파구 가락동 79-4,5718,1171062000,가락본동,1171010700,가락동
3110000, 3110000-102-2016-00003 ,20160610,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,70.11,122924, 서울특별시 은평구 응암동 599-3 , 서울특별시 은평구 응암로13길 11-4 (응암동) ,3485, 클레오 노래바 ,2.02205E+13, U , 2021-12-04 22:05:00.0 , 룸살롱 ,192527.1381,454091.3817,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 은평구 응암동 599-3 ,126.9161749,37.5890978,정좌표,1.13801E+18,구주소,서울특별시 은평구 응암로13길 11-4,서울특별시 은평구 응암동 599-3,3485,1138060000,응암3동,1138010700,응암동
3180000, 3180000-102-2002-00006 ,20020410,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 8435001 ,89.26,150839, 서울특별시 영등포구 신길동 95-62 지하1층 , 서울특별시 영등포구 영등포로 370 (신길동 지하1층) ,7352, 올레 ,2.02206E+13, U , 2021-12-07 00:01:00.0 , 룸살롱 ,192773.5956,445737.8762,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 영등포구 신길동 95-62 지하1층 ,126.9190515,37.5138338,정좌표,1.15601E+18,구주소,서울특별시 영등포구 영등포로 370,서울특별시 영등포구 신길동 95-62,7352,1156063000,신길1동,1156013200,신길동
3080000, 3080000-102-2001-00028 ,20010817,  ,3, 폐업 ,2, 폐업 ,20220809,  ,  ,  , 02 9806828 ,90.6,142874, 서울특별시 강북구 수유동 93-1 (지하) , 서울특별시 강북구 도봉로77길 9 (수유동(지하)) ,1114, ? ,2.02208E+13, U , 2021-12-07 23:01:00.0 , 카바레 ,201938.1332,459013.5687,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강북구 수유동 93-1 (지하) ,127.0227432,37.6334761,정좌표,1.13051E+18,구주소,서울특별시 강북구 도봉로77길 9,서울특별시 강북구 수유동 93-1,1114,1130561500,수유1동,1130510300,수유동
3220000, 3220000-102-2011-00002 ,20110113,  ,3, 폐업 ,2, 폐업 ,20220526,  ,  ,  ,  ,525.19,135877, 서울특별시 강남구 삼성동 143-26 지하1층지상2층지상3층 , 서울특별시 강남구 테헤란로77길 11-3 지하1층지상2-3층 (삼성동) ,6159, 프린스 ,2.02205E+13, U , 2021-12-04 22:08:00.0 , 룸살롱 ,204721.6818,444976.6163,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 삼성동 143-26 지하1층지상2층지상3층 ,127.0541866,37.5069919,정좌표,1.16801E+18,구주소,서울특별시 강남구 테헤란로77길 11-3,서울특별시 강남구 삼성동 143-26,6159,1168059000,삼성2동,1168010500,삼성동
3150000, 3150000-102-2017-00001 ,20170524,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,184.43,157928, 서울특별시 강서구 화곡동 1117-7 (지하 1층 중 2층) , 서울특별시 강서구 공항대로46길 90 지일중 이층 (화곡동 6동) ,7658, 밀크노래타운2 ,2.02204E+13, U , 2021-12-03 22:08:00.0 , 간이주점 ,186742.6244,450021.6833,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강서구 화곡동 1117-7 (지하 1층 중 2층) ,126.8507612,37.5523659,정좌표,1.15001E+18,구주소,서울특별시 강서구 공항대로46길 90,서울특별시 강서구 화곡동 1117-7,7658,1150059100,화곡6동,1150010300,화곡동
3220000, 3220000-102-1986-04337 ,19860605,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 5653301 ,360.72,135911, 서울특별시 강남구 역삼동 648-3 , 서울특별시 강남구 강남대로94길 54 지하1층 (역삼동) ,6133, 무한연장 ,2.02205E+13, U , 2021-12-04 22:08:00.0 , 룸살롱 ,202731.8841,444237.1288,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 역삼동 648-3 ,127.0316853,37.50034,정좌표,1.16801E+18,구주소,서울특별시 강남구 강남대로94길 54,서울특별시 강남구 역삼동 648-3,6133,1168064000,역삼1동,1168010100,역삼동
3000000, 3000000-102-2010-00007 ,20100730,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02  747 9955 ,99.17,110835, 서울특별시 종로구 종로5가 38-1 지상1층 , 서울특별시 종로구 종로35길 5 지상1층 (종로5가) ,3126, 단밤 ,2.02204E+13, U , 2021-12-03 22:08:00.0 , 룸살롱 ,200263.9717,452127.9204,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 종로구 종로5가 38-1 지상1층 ,127.0037778,37.5714435,정좌표,1.11102E+18,구주소,서울특별시 종로구 대학로2길 32,서울특별시 종로구 종로5가 38-1,3126,1111063000,종로5.6가동,1111016300,종로5가
3170000, 3170000-102-1978-00891 ,19780203,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02  861 0031 ,85.56,153823, 서울특별시 금천구 독산동 951-4 , 서울특별시 금천구 남부순환로 1372 지하1층 (독산동) ,8537, 헤네시룸비지니스 ,2.02204E+13, U , 2021-12-03 22:08:00.0 , 룸살롱 ,191389.0277,441916.0816,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 금천구 독산동 951-4 ,126.9034237,37.4794862,정좌표,1.15451E+18,구주소,서울특별시 금천구 남부순환로 1372,서울특별시 금천구 독산동 951-4,8537,1154563000,독산3동,1154510200,독산동
3220000, 3220000-102-2001-22992 ,20010119,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 5460888 ,278.69,135734, 서울특별시 강남구 논현동 84-0 송암빌딩 , 서울특별시 강남구 언주로 709 (논현동송암빌딩) ,6053, 부스터 ,2.02204E+13, U , 2021-12-04 00:07:00.0 , 비어(바)살롱 ,203008.1465,446054.4113,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 논현동 84-0 송암빌딩 ,127.0348108,37.5167106,정좌표,1.16801E+18,구주소,서울특별시 강남구 언주로 709,서울특별시 강남구 논현동 84,6053,1168053100,논현2동,1168010800,논현동
3080000, 3080000-102-2001-00031 ,20010103,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 9031766 ,64.39,142878, 서울특별시 강북구 수유동 191-58 , 서울특별시 강북구 한천로139길 9 (수유동) ,1074, 황진이 ,2.02205E+13, U , 2021-12-04 22:09:00.0 , 룸살롱 ,202254.1614,459696.5524,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강북구 수유동 191-58 ,127.0263224,37.6396327,정좌표,1.13051E+18,구주소,서울특별시 강북구 한천로139길 9,서울특별시 강북구 수유동 191-58,1074,1130563500,수유3동,1130510300,수유동
3240000, 3240000-102-2001-12105 ,20010102,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 4850770 ,292.35,134814, 서울특별시 강동구 길동 413-51 , 서울특별시 강동구 진황도로 105 (길동) ,5353, 퍼즐 ,2.02208E+13, U , 2021-12-09 00:03:00.0 , 카바레 ,212142.2298,448155.7129,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강동구 길동 413-51 ,127.1381672,37.5355761,정좌표,1.17401E+18,구주소,서울특별시 강동구 진황도로 105,서울특별시 강동구 길동 413-51,5353,1174068500,길동,1174010500,길동
3220000, 3220000-102-2000-22434 ,20000908,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 5143738 ,125.27,135830, 서울특별시 강남구 논현동 241-16 , 서울특별시 강남구 학동로50길 7 (논현동) ,6099, 멜로디 ,2.02204E+13, U , 2021-12-03 22:01:00.0 , 룸살롱 ,203472.0061,446003.9858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 논현동 241-16 ,127.0400654,37.5162579,정좌표,1.16801E+18,구주소,서울특별시 강남구 학동로50길 7,서울특별시 강남구 논현동 241-16,6099,1168053100,논현2동,1168010800,논현동
3220000, 3220000-102-2022-00002 ,20220420,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,81.49,135821, 서울특별시 강남구 논현동 118-17 세한빌딩 지하1층 , 서울특별시 강남구 학동로 339 세한빌딩 지하1층 (논현동) ,6060, 두꺼비 ,2.02204E+13, I , 2021-12-03 22:02:00.0 , 룸살롱 ,203483.6494,446102.2361,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 논현동 118-17 세한빌딩 지하1층 ,127.0401898,37.5171419,정좌표,1.16801E+18,구주소,서울특별시 강남구 학동로 339,서울특별시 강남구 논현동 118-17,6060,1168053100,논현2동,1168010800,논현동
3220000, 3220000-102-2022-00001 ,20220415,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,539.29,135887, 서울특별시 강남구 신사동 502-11 영일빌딩 , 서울특별시 강남구 강남대로 620 영일빌딩 지1층 (신사동) ,6035, 풍류풍월관 ,2.02204E+13, I , 2021-12-03 22:00:00.0 , 룸살롱 ,201684.7048,446105.859,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강남구 신사동 502-11 영일빌딩 ,127.0198501,37.5171821,정좌표,1.16801E+18,구주소,서울특별시 강남구 강남대로 620,서울특별시 강남구 신사동 502-11,6035,1168051000,신사동,1168010700,신사동
3110000, 3110000-102-2012-00003 ,20120417,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,61.59,122837, 서울특별시 은평구 대조동 15-80 , 서울특별시 은평구 통일로65길 20-2 지하1층 (대조동) ,3397, 홍콩노래밤 ,2.02205E+13, U , 2021-12-06 00:04:00.0 , 기타 ,193629.1746,456303.7491,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 은평구 대조동 15-80 ,126.9286385,37.6090432,정좌표,1.13801E+18,구주소,서울특별시 은평구 통일로65길 20-2,서울특별시 은평구 대조동 15-80,3397,1138057000,대조동,1138010600,대조동
3000000, 3000000-102-2011-00011 ,20110608,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,154.71,110836, 서울특별시 종로구 종로5가 231-9 지상2층 , 서울특별시 종로구 종로 236-1 (종로5가지상2층) ,3197, 발리투 ,2.02205E+13, U , 2021-12-06 00:04:00.0 , 룸살롱 ,200294.7149,452051.8076,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 종로구 종로5가 231-9 지상2층 ,127.0041266,37.5707527,정좌표,1.11102E+18,구주소,서울특별시 종로구 종로 236-1,서울특별시 종로구 종로5가 231-9,3197,1111063000,종로5.6가동,1111016300,종로5가
3200000, 3200000-102-2022-00002 ,20220414,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,95.48,151892, 서울특별시 관악구 신림동 1431-18 , 서울특별시 관악구 신림동1길 25-6 지하1층 (신림동) ,8760, 시크릿 ,2.02204E+13, I , 2021-12-03 23:06:00.0 , 룸살롱 ,193636.1675,442688.2295,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 관악구 신림동 1431-18 ,126.9288325,37.486369,정좌표,1.16201E+18,구주소,서울특별시 관악구 신림동1길 25-6,서울특별시 관악구 신림동 1431-18,8760,1162069500,신림동,1162010200,신림동
3050000, 3050000-102-2010-00003 ,20100708,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,410.78,130842, 서울특별시 동대문구 장안동 372-1 지하1층 , 서울특별시 동대문구 장한로 115 지하1층 (장안동) ,2624, 미주노 ,2.02209E+13, U , 2021-12-08 21:00:00.0 , 룸살롱 ,206158.6092,452075.431,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 동대문구 장안동 372-1 지하1층 ,127.0705513,37.5709429,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 115,서울특별시 동대문구 장안동 372-1,2624,1123065000,장안1동,1123010600,장안동
3170000, 3170000-102-1999-06149 ,19991204,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,55.61,153801, 서울특별시 금천구 가산동 141-8 지상2층 (구로동길 265) , 서울특별시 금천구 가산로 148 지상2층 (가산동) ,8527, 여자친구노래바 ,2.02207E+13, U , 2021-12-06 23:07:00.0 , 룸살롱 ,190278.7656,441825.8848,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 금천구 가산동 141-8 지상2층 (구로동길 265) ,126.8908873,37.4785672,정좌표,1.15451E+18,구주소,서울특별시 금천구 가산로 148,서울특별시 금천구 가산동 141-8,8527,1154551000,가산동,1154510100,가산동
3240000, 3240000-102-2022-00001 ,20220325,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,90.22,134814, 서울특별시 강동구 길동 459-2 , 서울특별시 강동구 천호대로 1135 2층 206-2호 (길동) ,5355, 신세계노래주점 ,2.02203E+13, U , 2021-12-02 21:01:00.0 , 룸살롱 ,212111.3368,448059.842,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 강동구 길동 459-2 ,127.1378152,37.5347085,정좌표,1.17401E+18,구주소,서울특별시 강동구 천호대로 1135,서울특별시 강동구 길동 459-2,5355,1174068500,길동,1174010500,길동
3200000, 3200000-102-2022-00001 ,20220203,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  ,  ,50.65,151930, 서울특별시 관악구 신림동 1639-1 신림빌딩 , 서울특별시 관악구 남부순환로 1588 신림빌딩 3층 (신림동) ,8776, 망고노래빠 ,2.02204E+13, U , 2021-12-03 22:01:00.0 , 노래클럽 ,193480.7264,442387.8109,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,서울특별시 관악구 신림동 1639-1 신림빌딩 ,126.9270847,37.483659,정좌표,1.16201E+18,구주소,서울특별시 관악구 남부순환로 1588,서울특별시 관악구 신림동 1639-1,8776,1162069500,신림동,1162010200,신림동
